Nome do equipamento,Funcionário atribuído,Número de série,Categoria de equipamento,Custo,Modelo
Monitor,,CY8NYFWDC112HXR,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,JM4T8BP6NLNQBU4,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,KZREZRDYXYUR4SO,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,R8WM9LBB4M0A6MD,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,MMMXIXV6CKMALQ5,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,U6JZV9NOU3DYMS1,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Estacionamento (Livre),,,Estacionamento,0.00,
Monitor,,MWNPR424TKB9OI0,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Headset (No Estoque),,D4DMC2RH2XK2PTHO,Headset,191.25,Plantronics Blackwire 3220
Headset (No Estoque),,WQ1GAZ5UH80Q7TW1,Headset,191.25,Plantronics Blackwire 3220
Headset (No Estoque),,PUWSNFFYKPL3CHO3,Headset,191.25,Plantronics Blackwire 3220
Armário (57),,,Armário,0.00,
Armário (58),,,Armário,0.00,
Armário (59),,,Armário,0.00,
Armário (60),,,Armário,0.00,
Armário (61),,,Armário,0.00,
Armário (63),,,Armário,0.00,
Armário (64),,,Armário,0.00,
Armário (65),,,Armário,0.00,
Armário (70),,,Armário,0.00,
Armário (71),,,Armário,0.00,
Armário (73),,,Armário,0.00,
Armário (76),,,Armário,0.00,
Armário (79),,,Armário,0.00,
Armário (80),,,Armário,0.00,
Armário (81),,,Armário,0.00,
Armário (82),,,Armário,0.00,
Armário (84),,,Armário,0.00,
Armário (85),,,Armário,0.00,
Armário (87),,,Armário,0.00,
Armário (89),,,Armário,0.00,
Armário (90),,,Armário,0.00,
Armário (91),,,Armário,0.00,
Armário (92),,,Armário,0.00,
Armário (94),,,Armário,0.00,
Armário (95),,,Armário,0.00,
Armário (96),,,Armário,0.00,
Armário (97),,,Armário,0.00,
Armário (98),,,Armário,0.00,
Armário (99),,,Armário,0.00,
Armário (101),,,Armário,0.00,
Armário (102),,,Armário,0.00,
Armário (103),,,Armário,0.00,
Armário (104),,,Armário,0.00,
Armário (105),,,Armário,0.00,
Armário (106),,,Armário,0.00,
Armário (107),,,Armário,0.00,
Armário (108),,,Armário,0.00,
Armário (110),,,Armário,0.00,
Armário (111),,,Armário,0.00,
Armário (112),,,Armário,0.00,
Armário (113),,,Armário,0.00,
Armário (114),,,Armário,0.00,
Armário (115),,,Armário,0.00,
Armário (118),,,Armário,0.00,
Armário (119),,,Armário,0.00,
Armário (122),,,Armário,0.00,
Armário (124),,,Armário,0.00,
Armário (125),,,Armário,0.00,
Armário (126),,,Armário,0.00,
Armário (127),,,Armário,0.00,
Armário (128),,,Armário,0.00,
Armário (129),,,Armário,0.00,
Armário (131),,,Armário,0.00,
Armário (132),,,Armário,0.00,
Armário (133),,,Armário,0.00,
Armário (134),,,Armário,0.00,
Armário (135),,,Armário,0.00,
Armário (136),,,Armário,0.00,
Armário (137),,,Armário,0.00,
Armário (144),,,Armário,0.00,
Armário (145),,,Armário,0.00,
Armário (146),,,Armário,0.00,
Armário (147),,,Armário,0.00,
Armário (148),,,Armário,0.00,
Monitor,,XJVOEGI3QUPX,Monitor,655.36,"Dell S2421HN 23.8"" Full HD IPS"
Monitor,,BFEJ2XG48RA4DV5,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,6ONXD70FE07S387,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,J5IE3LVO0IPFG8P,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,JVRN8LPY857NZ3A,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,8V4X7Y2ITL8N3E5,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,4N6O9JD3IH66W51,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,OB537QO4Z533ZSM,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,V30QABXW2EOWLCF,Monitor,655.36,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,S8314Y2LR0JY32H,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,OG585I87XW69HZG,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,OPJDN8EZP7QYEZG,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,52KRE4V9KYPOFKJ,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,W6NYQAELYYZZ0JD,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,CLI6978V0BJWKON,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,8UUJS75ELTFEBE5,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,407K5W1JL6L91F4,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,X2BFIBJZP97BMZR,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,R45ED5GGSJ6VV8S,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,UOC1Y5AYYOV84FC,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,3XQ8VA8X8L008UH,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,BXLBC8NOG85D4F2,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,K1XERP3LYEX3SR5,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,RUP13WPPBMQIYFR,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,WSKP6RFE64SKBCB,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,DPDXUJJCSEXGGOC,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,5KVQYWJ85GG0V5D,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,TAEGRY58VRW9MYY,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,OKEAEA84HXXPW2G,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,KQRAFFZ8Q4VHU4B,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,AWZ940VTKRRVWY3,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,RZTPLC6PRR7MZAK,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,GMIH6MV4XEKZ83Y,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,0224WK0YEHVDO9K,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,HBA5MF36BCPWEIJ,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,MMB5JFYSYZ7PQ4D,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,DV283BDW56FKPS0,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,DXME4PO1I3MSDN1,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,MXF1PI2OOQ42NBF,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,A37DL9FC1XX6CWZ,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,XSKOYTK06AKT7ZQ,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,HT2XZ52OHKBM00E,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,9KDTS1FB2VI109D,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,CNWMBXEK0Q929U6,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,WTVMK2ZYZSILU3N,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,DZ3CC5RQNSVSOJR,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,PP7R93FEZEZ5EHR,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,07N8VOEUBFN9KR2,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,FVB66H3REM5PUU6,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Estacionamento (Livre),,,Estacionamento,0.00,
Estacionamento (Livre),,,Estacionamento,0.00,
Monitor,,2RZV1SQQQ5L2XOI,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Monitor,,OT860X5ZU2ZU,Monitor,655.36,"Dell S2421HN 23.8"" Full HD IPS"
Monitor,,EUGWUBUGR6E7,Monitor,655.36,"Dell S2421HN 23.8"" Full HD IPS"
Monitor,,GA2IZ5P3VOB5APO,Monitor,631.94,"AOC 24B2XH 23.8"" Full HD IPS 75Hz"
Notebook (No Estoque),,4LJEDGFJDLOGWLA,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Notebook (No Estoque),,COLOLN3EH1VR1NE,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Notebook (No Estoque),,CQOROI5J8YIT2KO,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Notebook (No Estoque),,DWH8N92TP6QAQ3K,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Notebook (No Estoque),,8A7RV4NMWVSB0UK,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Notebook (No Estoque),,OEFUKPV8LYMJ1Q,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Notebook (No Estoque),,I9MQVAYXAR6YO6,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Notebook (No Estoque),,Z1T2XCB3YYM33M,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Notebook (No Estoque),,G1ZAQ7QHAK7MDW,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Notebook (No Estoque),,KZIRNK6ZHH3O5U,Notebook,"5,225.54",ASUS ZenBook 14 - Intel Core i5
Teclado (No Estoque),,RTXUYUCECJUI,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,S2GY9YTJUQ7X,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,7B7P9JYQN15I,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,KPQAHCUA09PC,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,IFLWDR3VWMJD,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,IMBM271W1WUD,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,CBL4CE7PKWCY,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,UKND1IVXAN25,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,WM72QLGDVC2G,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,UWJP0QI2CLP8,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,1L51FLMNAVYC,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,S44PHH62MYZ9,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,VLU8WPFQ2BHA,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,IIWI08L0HG9N,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,CBEKGV1BBHG5,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,ZMTGA46AYN2D,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,7KI3X79955CF,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,72GNNV9IBWGT,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,2LB25485HCQX,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,CS1XSRQLNZZR,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,JO7VBHH5OL5U,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,7NTEDQMVQWPQ,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,O2LNGIXMC4SX,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,27DCBHHLK3YJ,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,Z99106AK32OO,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,UXQS1FOI0RS2,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,10Q2LG1ZHQUN,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,UE7A34MPYO2T,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,LA27F8LWVV59,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,HOTGDUQ6DDTB,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,YRGC8KIXCCSG,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,4OFDTRC85EHP,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,ZRV7VSYJAFCO,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,3S65QU0K5QZZ,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,KW3GI60Q6GUO,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,8I5JWK6Z0HR9,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,T9CD1LQJSQCZ,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,0N04OAE7L0RC,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,TI8F34GADKTO,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,C1YFMHBYHZ43,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,XZ6OLBA117NI,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,DP9MGYH523GG,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,ODLUGHT7EHMG,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,OLOQC3XNCHKV,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,9DT94G8V9ZY9,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,YLW5L4RMVVNX,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,IV9IW6L01WCN,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,KFHB7V80LKX1,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,S9XKA4LIT6XI,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,YZVNLPA5CGWF,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,HDV37IC0LZIG,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,IKQWJ2C9OGPS,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,0132AN417VF0,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,JQQNVCEQFGAS,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,0R778NRXVOB7,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,NUGPJ60SRYZX,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,70IB3WYZXJQY,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,JV84A1X7OV6S,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,GP3JK8XNLO50,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,DW1MF07OL93A,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,CZSX0GNZHG8Q,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,3GCG1J6OWW5F,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,KNJMVRYDC1AU,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,9DSAV917RMPN,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,6937XNCMLDQZ,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,05EV5KZ3NWXR,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,OG983AMB3LPV,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,OWCP779460KH,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,FSU4SE2KYT5G,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,QEXIH1XDPZF7,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,61HJR6EET0DY,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,571VXNZ0NXU4,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,3IEDD070EN48,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,UACT49LNY2SV,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,HOTQF74RQVFX,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,2ZVL9E9ZR3RZ,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,N9L3H03ZB5GR,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,O9X49TMY91OT,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,KZH4OE1U24ZQ,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,FEZKFH00A0UY,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,9F8P47D9GB9X,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,V8WOBIRY8XNY,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,2X15XJXNECRY,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,SAUUJ02GRXPU,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,DC62G3AUT3RS,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,VZ2E186GVGT2,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,EEHFU4B9SNTP,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,8AK8S2XQUZS9,Teclado,80.43,Microsoft Wired 600
Mouse (No Estoque),,MTHD3IGK38VH,Mouse,53.75,HP X500
Mouse (No Estoque),,MEWCJN6OCJPZ,Mouse,53.75,HP X500
Mouse (Em Uso),,TC09ZGNX3VPF,Mouse,53.75,HP X500
Mouse (No Estoque),,9PAVCEDTCXNM,Mouse,53.75,HP X500
Mouse (Em Uso),,J5IAN8ND7G0L,Mouse,53.75,HP X500
Mouse (No Estoque),,3RTZ5TV6G8OM,Mouse,53.75,HP X500
Mouse (No Estoque),,08TV4REASFEN,Mouse,53.75,HP X500
Mouse (No Estoque),,0B09ZIVZG92S,Mouse,53.75,HP X500
Mouse (No Estoque),,JP753K48OLDC,Mouse,53.75,HP X500
Mouse (No Estoque),,08FC0TR58PS0,Mouse,53.75,HP X500
Mouse (Em Uso),,RS95ZOW60ZZ0,Mouse,53.75,HP X500
Mouse (No Estoque),,I0835TVV8Y5S,Mouse,53.75,HP X500
Mouse (Em Uso),,IC4S8PNNE6IT1,Mouse,53.75,HP X500
Mouse (No Estoque),,EKKH0UHK7X3B,Mouse,53.75,HP X500
Mouse (Em Uso),,QWRMWLMA6GMD,Mouse,53.75,HP X500
Mouse (No Estoque),,RDSFERFXIOKPG,Mouse,53.75,HP X500
Mouse (Em Uso),,3DP4FMPM5HGB,Mouse,53.75,HP X500
Mouse (No Estoque),,O06FHRXJPT2Z,Mouse,53.75,HP X500
Mouse (Em Uso),,L15S74NDDAFS,Mouse,53.75,HP X500
Mouse (No Estoque),,1IYM90PKR1IF,Mouse,53.75,HP X500
Mouse (No Estoque),,SI159I3HZ3ZS,Mouse,53.75,HP X500
Mouse (Em Uso),,G9VWIEB97PWD,Mouse,53.75,HP X500
Mouse (Em Uso),,BOLWIMRSXKJK,Mouse,53.75,HP X500
Mouse (No Estoque),,MPLBBB0HQ6DG,Mouse,53.75,HP X500
Mouse (No Estoque),,8NKDAT5L0N2T,Mouse,53.75,HP X500
Mouse (No Estoque),,NXHN5E0EV6XG,Mouse,53.75,HP X500
Mouse (No Estoque),,Z7CTM09HZBGT,Mouse,53.75,HP X500
Mouse (Em Uso),,J54696QZ6CP7,Mouse,53.75,HP X500
Mouse (Em Uso),,SAVZEBU2Y0OY,Mouse,53.75,HP X500
Mouse (No Estoque),,58F1N2OJGFHZ,Mouse,53.75,HP X500
Mouse (No Estoque),,52QZSKHZTGBI,Mouse,53.75,HP X500
Mouse (No Estoque),,BF57J2XI3TAM,Mouse,53.75,HP X500
Mouse (No Estoque),,VNCZTZOWLC33,Mouse,53.75,HP X500
Mouse (No Estoque),,H8G8T922D0NX,Mouse,53.75,HP X500
Mouse (No Estoque),,5WT3HJU31FI0,Mouse,53.75,HP X500
Mouse (No Estoque),,N6DGG5GR0XAF,Mouse,53.75,HP X500
Mouse (Em Uso),,GOVCCI68DS03,Mouse,53.75,HP X500
Mouse (No Estoque),,VNA31XBIDFWA,Mouse,53.75,HP X500
Mouse (Em Uso),,88D0MZHRUPFL,Mouse,53.75,HP X500
Mouse (No Estoque),,FCYWE3DKS4F6,Mouse,53.75,HP X500
Mouse (No Estoque),,APFXI5N53EGD,Mouse,53.75,HP X500
Mouse (No Estoque),,D8MWE776VGTV,Mouse,53.75,HP X500
Mouse (Em Uso),,YFYK3MD6X73Z,Mouse,53.75,HP X500
Mouse (Em Uso),,CA7FXLOZ2RCU,Mouse,53.75,HP X500
Mouse (Em Uso),,8KD9GNLPYO2M,Mouse,53.75,HP X500
Mouse (No Estoque),,2XIPRTT3NUPU,Mouse,53.75,HP X500
Mouse (No Estoque),,Y0ZIA9AU87CM,Mouse,53.75,HP X500
Mouse (Em Uso),,453KF486I3CE,Mouse,53.75,HP X500
Mouse (Em Uso),,8ZNA8NZXC45B,Mouse,53.75,HP X500
Mouse (No Estoque),,NCCU3FG00ZKO,Mouse,53.75,HP X500
Mouse (No Estoque),,M2ZKF5B1SA3Y,Mouse,53.75,HP X500
Mouse (No Estoque),,5T37SZPF9S9E,Mouse,53.75,HP X500
Mouse (No Estoque),,HWHG0U43QLX3,Mouse,53.75,HP X500
Mouse (Em Uso),,F2XHDCV4BKTC,Mouse,53.75,HP X500
Mouse (No Estoque),,V1LTWBJ9UU2B,Mouse,53.75,HP X500
Mouse (No Estoque),,L7AMKOH109ZD,Mouse,53.75,HP X500
Mouse (No Estoque),,O0D3FVNV4KFQ,Mouse,53.75,HP X500
Teclado (Em Uso),,5DZ53X1F8S0X,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,7M2MM4P61NHV,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,CFWR2F5T82DD,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,L7FKNDG1JRJ5,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,XFEUB4O47EN4,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,8NYSJ5YWX0I3,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,A4KFOCNQDQX6,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,QD0771HLL9RZ,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,RKBFQXLBVN7N,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,PRB58YJWDCOK,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,Z5SYJ3D6M1FM,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,PRYFZMYOA2VC,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,YWL9700LFQF5,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,E8OSAQ3EQ8DH,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,9PTFNM88UA3A,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,6S5ZXQOMTS1E,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,GPGVTN4YPKW7,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,493DXWOR17DP,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,UBKPIQNHQE86,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,O3Z0ANIK5J4,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,2OI6OAFN33VM,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,89I9GX32UEW9,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,G6SPD2SW24WJ,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,T8HDPWVBZ7CN,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,0EQWMI6KTI22,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,1XJ7WWUDQVDK,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,6DRN4ORAC8CY,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,NL63GAGUVB99,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,RWTF07GBASF5,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,EHLH07JR8MTK,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,0RSOGGY5KOV1,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,L28R5P03WVPU,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,NWCGBSVK3X8M,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,BGL2MCXN2ELA,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,LQ26UNVSDKV5,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,4C6P1LLH2R9P,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,EGLNUKX496K4,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,O67BXCD20J1O,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,ULWOZQ48ENWB,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,BADLYPGG6N69,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,75J2D8CLW3JG,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,EQE5158OQESU,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,X9L0IJKCU5X0,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,HC8CAH3GDHVS,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,41LQFS6HN95S,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,2GKFL5XF50I6,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,GBXQJ7DPFSSB,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,JDX0PKOVTRPY,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,X8HBBJCDIWZO,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,D05JH2MKV0DS,Teclado,80.43,Microsoft Wired 600
Teclado (Em Uso),,ZRK6ILCG6FAR,Teclado,80.43,Microsoft Wired 600
Teclado (No Estoque),,MGJCY4V8URID,Teclado,80.43,Microsoft Wired 600
